statename,state,Year,population,density,citi_1,nominate_dim1,Incumbent_D,Incumbent_R,PD,PR,South_ext,counter,favsonD,stategdp,stategdp_percap,counter2,spline,uni_dem,Tashijan
Idaho,12,2008,1293953,15.7,31.64930725,0.1635,0,0,0,1,0,0,0,53852100000,41618.28134,0,0,0,1
Illinois,13,2008,12419293,223.7,69.51467896,0.38338462,0,0,1,1,0,1,1,6.48E+11,52165.77949,4,-53.333332,1,1
Indiana,14,2008,6080485,169.7,53.20748901,0.257,0,0,1,1,0,1,0,2.69E+11,44248.70713,4,-53.333332,0,1
Iowa,15,2008,2926324,52.4,55.4658432,0.29374999,0,0,0,0,0,10,0,1.37E+11,46808.55572,40,-20565.332,1,1
Kansas,16,2008,2688418,32.9,44.38121033,0.22999999,0,0,0,0,0,0,0,1.22E+11,45548.4601,0,0,0,1
Kentucky,17,2008,4041769,102.4,51.36536026,0.30500001,0,0,1,1,1,4,0,1.55E+11,38233.67936,16,-2901.3333,0,1
Louisiana,18,2008,4468976,103.4,45.13144684,0.208,0,0,1,1,1,6,0,2.07E+11,46239.02657,24,-7424,1,1
Maine,19,2008,1274923,41.3,77.911026,0.34149998,0,0,0,0,0,0,0,49148600000,38550.2497,0,0,1,1
Maryland,20,2008,5296486,545.6,73.69960785,0.40133333,0,0,1,1,0,10,0,2.88E+11,54351.65882,40,-20565.332,1,1
Massachusetts,21,2008,6349097,814,87.86518097,0.46392307,0,0,1,1,0,10,0,3.80E+11,59831.68945,40,-20565.332,1,1
Michigan,22,2008,9938444,175.8,64.41295624,0.43525001,0,0,1,0,0,0,0,4.04E+11,40623.6429,0,0,0,1
Minnesota,23,2008,4919479,61.8,64.23943329,0.36316666,0,0,0,0,0,10,0,2.59E+11,52612.72586,40,-20565.332,0,1
Mississippi,24,2008,2844658,60.6,42.91822815,0.19066666,0,0,1,1,1,1,0,91057600000,32010.03425,4,-53.333332,0,1
Missouri,25,2008,5595211,81.4,60.09208679,0.31900001,0,0,1,1,0,1,0,2.40E+11,42922.20615,4,-53.333332,0,1
Montana,26,2008,902195,6.2,59.75658798,0.21149999,0,0,1,1,0,3,0,36074100000,39984.81481,12,-1376,0,1
Nebraska,27,2008,1711263,22.3,45.80254364,0.029999999,0,0,1,1,0,1,0,83122800000,48573.94801,4,-53.333332,0,1
Nevada,28,2008,1998257,18.2,56.02605057,0.28899997,0,0,0,0,0,5,0,1.32E+11,65857.29463,20,-4938.6665,0,1
New Hampshire,29,2008,1235786,138,52.76191711,0.28549999,0,0,1,1,0,10,0,60732700000,49144.9976,40,-20565.332,1,1
New Jersey,30,2008,8414350,"1,144.20",75.43704224,0.40277779,0,0,1,1,0,2,0,4.81E+11,57109.46181,8,-426.66666,1,1
New Mexico,31,2008,1819046,15,64.10773468,0.36000001,0,0,0,0,0,0,0,80572800000,44293.98707,0,0,1,1
New York,32,2008,18976457,402.7,78.76633453,0.41692001,0,0,1,1,0,10,1,1.11E+12,58435.35492,40,-20565.332,0,1
North Carolina,33,2008,8049313,165.6,55.01758194,0.30771428,0,0,1,1,1,0,0,3.96E+11,49239.92892,0,0,1,1
North Dakota,34,2008,642200,9.3,62.82354736,0.27633333,0,0,0,0,0,1,0,28679700000,44658.5176,4,-53.333332,0,1
Ohio,35,2008,11353140,277.8,62.06680679,0.42277777,0,0,1,1,0,1,0,4.91E+11,43244.86442,4,-53.333332,0,1
Oklahoma,36,2008,3450654,50.3,27.22509384,0.112,0,0,1,1,1,4,0,1.45E+11,41990.09811,16,-2901.3333,0,1
Oregon,37,2008,3421399,35.6,71.63258362,0.37219998,0,0,1,1,0,10,0,1.62E+11,47206.42053,40,-20565.332,1,1
Pennsylvania,38,2008,12281054,274.5,68.58189392,0.28841665,0,0,1,1,0,1,0,5.61E+11,45660.03863,4,-53.333332,0,1
Rhode Island,39,2008,1048319,"1,014.00",86.6028595,0.39025,0,0,1,1,0,10,0,47845600000,45640.30605,40,-20565.332,0,1
South Carolina,40,2008,4012012,133.5,47.07920837,0.36000001,0,0,1,1,1,1,0,1.59E+11,39721.34181,4,-53.333332,0,1
South Dakota,41,2008,754844,10,53.65142441,0.21700001,0,0,1,1,0,10,0,34701600000,45971.88293,40,-20565.332,0,1
Tennessee,42,2008,5689283,138,52.05715942,0.2306,0,0,1,1,1,1,0,2.44E+11,42932.01797,4,-53.333332,0,1
Texas,43,2008,20851820,79.8,49.10949707,0.336,0,0,1,1,1,1,0,1.18E+12,56521.83359,4,-53.333332,0,1
Utah,44,2008,2233169,27.2,40.46585083,0.115,0,0,1,0,0,1,0,1.15E+11,51340.80761,4,-53.333332,0,1
Vermont,45,2008,608827,66.1,82.43348694,0.389,0,0,1,1,0,2,1,24696800000,40564.56103,8,-426.66666,0,1
Virginia,46,2008,7078515,179.2,59.3432579,0.29675001,0,0,1,1,1,0,0,3.93E+11,55508.43644,0,0,0,1
Washington,47,2008,5894121,88.7,65.06138611,0.36650002,0,0,0,0,0,0,0,3.46E+11,58777.68712,0,0,1,1
West Virginia,48,2008,1808344,75.2,74.98809814,0.30825001,0,0,1,1,1,10,0,58635800000,32425.13593,40,-20565.332,1,1
Wisconsin,49,2008,5363675,99,60.47053146,0.37771428,0,0,1,1,0,2,0,2.44E+11,45447.70144,8,-426.66666,0,1
Wyoming,50,2008,493782,5.1,29.86553001,0.34849998,0,0,0,0,0,10,0,36602500000,74126.8414,40,-20565.332,0,1
Alabama,1,2012,4779736,94.4,36.03850937,0.38999999,1,0,1,1,1,2,0,1.81E+11,37941.38421,8,-426.66666,0,1
Alaska,2,2012,710231,1.2,55.23251343,0.235,1,0,0,0,0,11,0,56259900000,79213.52349,44,-24330.664,0,1
Arizona,3,2012,6392017,56.3,46.67196274,0.31325001,1,0,1,1,0,2,0,2.58E+11,40354.67991,8,-426.66666,0,1
Arkansas,4,2012,2915918,56,29.15975761,0.2,1,0,1,1,1,5,0,1.06E+11,36381.47575,20,-4938.6665,1,1
California,5,2012,37253956,239.1,54.71355438,0.43132433,1,0,1,1,0,1,0,2.05E+12,55029.2377,4,-53.333332,1,1
Colorado,6,2012,5029196,48.5,43.0680275,0.31060001,1,0,0,0,0,1,0,2.64E+11,52579.29896,4,-53.333332,0,1
Connecticut,7,2012,3574097,738.1,72.63809204,0.33157143,1,0,1,1,0,7,0,2.37E+11,66177.19105,28,-10293.334,1,1
Delaware,8,2012,897934,460.8,63.35131454,0.22333333,1,0,1,1,0,1,0,60357400000,67218.08062,4,-53.333332,1,1
Florida,9,2012,18801310,350.6,41.86706924,0.41728571,1,0,0,1,0,11,0,7.47E+11,39719.97164,44,-24330.664,0,1
Georgia,10,2012,9687653,168.4,39.98366165,0.352,1,0,1,1,1,2,0,4.30E+11,44342.42226,8,-426.66666,0,1
Hawaii,11,2012,1360301,211.8,76.63755798,0.4032,1,0,0,0,0,11,0,70482600000,51813.97352,44,-24330.664,1,1
Idaho,12,2012,1567582,19,24.30764771,0.1635,1,0,0,0,0,1,0,56488100000,36035.1803,4,-53.333332,0,1
Illinois,13,2012,12830632,231.1,60.72493744,0.42544445,1,0,1,1,0,2,1,6.88E+11,53644.19305,8,-426.66666,1,1
Indiana,14,2012,6483802,181,39.25485992,0.31666666,1,0,1,1,0,0,0,2.89E+11,44533.91698,0,0,0,1
Iowa,15,2012,3046355,54.5,42.55495834,0.29374999,1,0,0,0,0,11,0,1.47E+11,48328.90454,44,-24330.664,0,1
Kansas,16,2012,2853118,34.9,30.83360672,0.22999999,1,0,0,0,0,1,0,1.35E+11,47427.16565,4,-53.333332,0,1
Kentucky,17,2012,4339367,109.9,37.47274017,0.30500001,1,0,1,1,1,5,0,1.70E+11,39162.55528,20,-4938.6665,0,1
Louisiana,18,2012,4533372,104.9,35.37086105,0.34099999,1,0,1,1,1,7,0,2.29E+11,50511.5177,28,-10293.334,0,1
Maine,19,2012,1328361,43.1,67.06781006,0.352,1,0,0,0,0,1,0,51866700000,39045.63594,4,-53.333332,0,1
Maryland,20,2012,5773552,594.8,61.31215286,0.40399998,1,0,1,1,0,11,0,3.28E+11,56820.89639,44,-24330.664,1,1
Massachusetts,21,2012,6547629,839.4,68.2973938,0.45745453,1,0,1,1,0,11,0,4.26E+11,64999.58993,44,-24330.664,1,1
Michigan,22,2012,9883640,174.8,50.68250275,0.41322222,1,0,0,1,0,1,0,4.01E+11,40582.76101,4,-53.333332,0,1
Minnesota,23,2012,5303925,66.6,48.8432579,0.33766666,1,0,0,0,0,11,0,2.84E+11,53508.92028,44,-24330.664,0,1
Mississippi,24,2012,2967297,63.2,45.37379456,0.51599997,1,0,1,1,1,2,0,96371600000,32477.90835,8,-426.66666,0,1
Missouri,25,2012,5988927,87.1,47.59352112,0.35574999,1,0,1,0,0,2,0,2.60E+11,43429.06501,8,-426.66666,0,1
Montana,26,2012,989415,6.8,53.61442566,0.21149999,1,0,1,0,0,4,0,40579300000,41013.42713,16,-2901.3333,0,1
Nebraska,27,2012,1826341,23.8,25.96092987,0.029999999,1,0,0,1,0,0,0,99613400000,54542.60732,0,0,0,1
Nevada,28,2012,2700551,24.6,49.68047333,0.28899997,1,0,0,0,0,6,0,1.27E+11,46900.46587,24,-7424,0,1
New Hampshire,29,2012,1316470,147,42.92205429,0.252,1,0,1,1,0,11,0,65430500000,49701.4744,44,-24330.664,0,1
New Jersey,30,2012,8791894,"1,195.50",60.65816498,0.41420001,1,0,1,1,0,3,0,4.99E+11,56769.89509,12,-1376,0,1
New Mexico,31,2012,2059179,17,51.3391037,0.34799999,1,0,1,1,0,1,0,86625000000,42067.7367,4,-53.333332,0,1
New York,32,2012,19378102,411.2,64.85184479,0.416875,1,0,1,1,0,0,0,1.24E+12,63786.50499,0,0,0,1
North Carolina,33,2012,9535483,196.1,44.07426071,0.28125,1,0,1,1,1,0,0,4.27E+11,44801.67392,0,0,0,1
North Dakota,34,2012,672591,9.7,41.00729752,0.296,1,0,0,0,0,2,0,41179200000,61224.72647,8,-426.66666,0,1
Ohio,35,2012,11536504,282.3,48.56257629,0.46599999,1,0,1,1,0,0,0,5.25E+11,45541.38758,0,0,0,1
Oklahoma,36,2012,3751351,54.7,21.73229408,0.112,1,0,1,1,1,5,0,1.65E+11,43993.64389,20,-4938.6665,0,1
Oregon,37,2012,3831074,39.9,55.75248337,0.37271428,1,0,1,1,0,11,0,1.71E+11,44536.15357,44,-24330.664,0,1
Pennsylvania,38,2012,12702379,283.9,50.752388,0.328125,1,0,1,1,0,2,0,6.19E+11,48730.06072,8,-426.66666,0,1
Rhode Island,39,2012,1052567,"1,018.10",84.50076294,0.38525,1,0,1,1,0,11,0,50175900000,47670.02956,44,-24330.664,0,1
South Carolina,40,2012,4625364,153.9,41.52311707,0.46399999,1,0,1,1,1,2,0,1.70E+11,36772.7167,8,-426.66666,0,1
South Dakota,41,2012,814180,10.7,46.22770309,0.25,1,0,1,1,0,11,0,41541500000,51022.50117,44,-24330.664,0,1
Tennessee,42,2012,6346105,153.9,34.11194611,0.28100002,1,0,1,1,1,2,0,2.68E+11,42176.91009,8,-426.66666,0,1
Texas,43,2012,25145561,96.3,36.81830597,0.37133333,1,0,1,1,1,2,0,1.33E+12,52940.58065,8,-426.66666,0,1
Utah,44,2012,2763885,33.6,27.93555832,0.115,1,0,1,1,0,2,0,1.25E+11,45059.54481,8,-426.66666,0,1
Vermont,45,2012,625741,67.9,79.37496185,0.389,1,0,1,1,0,3,0,28135100000,44962.85204,12,-1376,1,1
Virginia,46,2012,8001024,202.6,43.43299103,0.28479999,1,0,1,1,1,1,0,4.32E+11,54042.1701,4,-53.333332,0,1
Washington,47,2012,6724540,101.2,50.53846359,0.35862499,1,0,0,0,0,1,0,3.80E+11,56440.88666,4,-53.333332,1,1
West Virginia,48,2012,1852994,77.1,58.21689224,0.23,1,0,1,1,1,0,0,68524900000,36980.63782,0,0,1,1
Wisconsin,49,2012,5686986,105,48.55119705,0.39225,1,0,1,1,0,3,0,2.64E+11,46400.95826,12,-1376,0,1
Wyoming,50,2012,563626,5.8,23.24743652,0.34849998,1,0,0,0,0,11,0,39370700000,69852.52632,44,-24330.664,0,1
Alabama,1,2016,4779736,94.4,34.95671082,0.38999999,0,0,1,1,1,3,0,2.00E+11,41909.74146,12,-1376,0,1
Alaska,2,2016,710231,1.2,50.52630997,0.235,0,0,0,0,0,12,0,50636100000,71295.25464,48,-28160,0,1
Arizona,3,2016,6392017,56.3,42.35709,0.32924998,0,0,1,1,0,3,0,2.97E+11,46482.41705,12,-1376,0,1
Arkansas,4,2016,2915918,56,33.41155243,0.2,0,0,1,1,1,6,0,1.18E+11,40616.9858,24,-7424,0,1
California,5,2016,37253956,239.1,57.86972046,0.40068293,0,0,1,1,0,2,0,2.56E+12,68640.54652,8,-426.66666,1,1
Colorado,6,2016,5029196,48.5,45.54472733,0.30000001,0,0,0,0,0,2,0,3.18E+11,63226.38847,8,-426.66666,0,1
Connecticut,7,2016,3574097,738.1,94.95393372,0.34728572,0,0,1,1,0,8,0,2.60E+11,72682.97419,32,-13482.666,1,1
Delaware,8,2016,897934,460.8,56.22381592,0.22333333,0,0,1,1,0,2,0,70917700000,78978.74454,8,-426.66666,1,1
Florida,9,2016,18801310,350.6,47.21016693,0.37318182,0,0,1,1,0,0,0,8.95E+11,47603.28935,0,0,0,1
Georgia,10,2016,9687653,168.4,41.93097305,0.41025001,0,0,1,1,1,3,0,5.13E+11,52964.37641,12,-1376,0,1
Hawaii,11,2016,1360301,211.8,78.9668808,0.384,0,0,0,0,0,12,0,82739900000,60824.69983,48,-28160,1,1
Idaho,12,2016,1567582,19,25.63771629,0.1635,0,0,0,1,0,2,0,66273600000,42277.59696,8,-426.66666,0,1
Illinois,13,2016,12830632,231.1,58.16982651,0.38345453,0,0,1,1,0,3,0,7.92E+11,61698.12212,12,-1376,0,1
Indiana,14,2016,6483802,181,40.02309799,0.31666666,0,0,1,1,0,0,0,3.30E+11,50900.15087,0,0,0,1
Iowa,15,2016,3046355,54.5,42.48844528,0.27599999,0,0,0,0,0,12,0,1.78E+11,58389.58362,48,-28160,0,1
Kansas,16,2016,2853118,34.9,33.37453842,0.22999999,0,0,0,0,0,2,0,1.52E+11,53162.85551,8,-426.66666,0,1
Kentucky,17,2016,4339367,109.9,44.62511063,0.37799999,0,0,1,0,1,6,0,1.92E+11,44226.81926,24,-7424,0,1
Louisiana,18,2016,4533372,104.9,39.24360657,0.479,0,0,1,1,1,0,0,2.34E+11,51714.46332,0,0,0,1
Maine,19,2016,1328361,43.1,65.24729156,0.421,0,0,0,0,0,2,0,57515100000,43297.7933,8,-426.66666,0,1
Maryland,20,2016,5773552,594.8,59.3705101,0.38977778,0,0,1,1,0,12,0,3.67E+11,63613.6472,48,-28160,0,1
Massachusetts,21,2016,6547629,839.4,76.18045807,0.46245453,0,0,1,1,0,12,0,5.03E+11,76793.73709,48,-28160,0,1
Michigan,22,2016,9883640,174.8,53.93254852,0.40714285,0,0,1,1,0,0,0,4.74E+11,47930.68141,0,0,0,1
Minnesota,23,2016,5303925,66.6,51.88925934,0.34257144,0,0,0,0,0,12,0,3.28E+11,61926.78064,48,-28160,0,1
Mississippi,24,2016,2967297,63.2,44.15943909,0.51599997,0,0,1,1,1,3,0,1.06E+11,35623.90283,12,-1376,0,1
Missouri,25,2016,5988927,87.1,41.97447968,0.35866666,0,0,1,1,0,3,0,2.95E+11,49215.8779,12,-1376,0,1
Montana,26,2016,989415,6.8,49.15466309,0.211,0,0,1,1,0,5,0,46100700000,46593.89639,20,-4938.6665,0,1
Nebraska,27,2016,1826341,23.8,21.60536194,0.185,0,0,1,1,0,0,0,1.15E+11,63115.04807,0,0,0,1
Nevada,28,2016,2700551,24.6,51.24279022,0.28850001,0,0,0,0,0,7,0,1.44E+11,53462.7563,28,-10293.334,0,1
New Hampshire,29,2016,1316470,147,51.28731537,0.2525,0,0,1,1,0,12,0,75892900000,57648.78805,48,-28160,0,1
New Jersey,30,2016,8791894,"1,195.50",62.60531235,0.46775001,0,0,1,1,0,4,0,5.69E+11,64763.21257,16,-2901.3333,0,1
New Mexico,31,2016,2059179,17,54.49877167,0.35975,0,0,1,1,0,0,0,90849400000,44119.23393,0,0,0,1
New York,32,2016,19378102,411.2,69.71250153,0.42050001,0,0,1,1,0,0,1,1.49E+12,76798.06309,0,0,0,1
North Carolina,33,2016,9535483,196.1,51.78697968,0.405,0,0,1,1,1,0,0,5.03E+11,52799.34955,0,0,0,1
North Dakota,34,2016,672591,9.7,29.4707737,0.122,0,0,0,0,0,3,0,54932700000,81673.26057,12,-1376,0,1
Ohio,35,2016,11536504,282.3,47.17525482,0.4404,0,0,1,1,0,1,0,6.10E+11,52843.90314,4,-53.333332,0,1
Oklahoma,36,2016,3751351,54.7,23.06973267,0.112,0,0,1,1,1,6,0,1.85E+11,49438.32235,24,-7424,0,1
Oregon,37,2016,3831074,39.9,54.70230865,0.37316665,0,0,1,1,0,12,0,2.03E+11,53032.98762,48,-28160,1,1
Pennsylvania,38,2016,12702379,283.9,52.11684036,0.40128571,0,0,1,1,0,3,0,7.10E+11,55898.22977,12,-1376,0,1
Rhode Island,39,2016,1052567,"1,018.10",80.93688965,0.38525,0,0,1,1,0,12,0,56843800000,54004.9232,48,-28160,1,1
South Carolina,40,2016,4625364,153.9,38.15911865,0.46399999,0,0,0,1,1,3,0,2.04E+11,44087.44912,12,-1376,0,1
South Dakota,41,2016,814180,10.7,34.59616852,0.25,0,0,1,1,0,12,0,47778200000,58682.6009,48,-28160,0,1
Tennessee,42,2016,6346105,153.9,33.76624298,0.28100002,0,0,1,1,1,3,0,3.23E+11,50880.51647,12,-1376,0,1
Texas,43,2016,25145561,96.3,39.0453186,0.37172726,0,0,1,1,1,3,0,1.57E+12,62382.45788,12,-1376,0,1
Utah,44,2016,2763885,33.6,24.17560768,0.115,0,0,0,0,0,0,0,1.50E+11,54118.27916,0,0,0,1
Vermont,45,2016,625741,67.9,87.15790558,0.389,0,0,1,1,0,4,1,30672900000,49018.52364,16,-2901.3333,1,1
Virginia,46,2016,8001024,202.6,41.32202148,0.3154,0,0,1,1,1,2,0,4.85E+11,60578.55844,8,-426.66666,0,1
Washington,47,2016,6724540,101.2,51.41989899,0.35587502,0,0,0,1,0,2,0,4.70E+11,69884.92893,8,-426.66666,0,1
West Virginia,48,2016,1852994,77.1,43.43034744,0.057999998,0,0,1,1,1,1,0,70413600000,37999.90718,4,-53.333332,0,1
Wisconsin,49,2016,5686986,105,48.27238464,0.46450001,0,0,1,1,0,4,0,3.05E+11,53589.70463,16,-2901.3333,0,1
Wyoming,50,2016,563626,5.8,25.57586861,0.34849998,0,0,0,0,0,12,0,37764100000,67002.05455,48,-28160,0,1
